sample_title,geo_accession,!Sample_status,!Sample_submission_date,!Sample_last_update_date,!Sample_type,!Sample_channel_count,!Sample_source_name_ch1,!Sample_organism_ch1,!Sample_molecule_ch1,!Sample_extract_protocol_ch1,!Sample_taxid_ch1,!Sample_description,!Sample_data_processing,!Sample_platform_id,!Sample_contact_name,!Sample_contact_email,!Sample_contact_phone,!Sample_contact_laboratory,!Sample_contact_department,!Sample_contact_institute,!Sample_contact_address,!Sample_contact_city,!Sample_contact_state,!Sample_contact_zip/postal_code,!Sample_contact_country,!Sample_data_row_count,!Sample_instrument_model,!Sample_library_selection,!Sample_library_source,!Sample_library_strategy,!Sample_relation,!Sample_supplementary_file_1,!Sample_supplementary_file_10,!Sample_supplementary_file_11,!Sample_supplementary_file_12,!Sample_supplementary_file_13,!Sample_supplementary_file_14,!Sample_supplementary_file_15,!Sample_supplementary_file_16,!Sample_supplementary_file_2,!Sample_supplementary_file_3,!Sample_supplementary_file_4,!Sample_supplementary_file_5,!Sample_supplementary_file_6,!Sample_supplementary_file_7,!Sample_supplementary_file_8,!Sample_supplementary_file_9,genotype,strain/background,strain,developmental_stage,treatment,tissue,sex
PBS4_RNAseq,GSM4721921,Public on Nov 09 2020,Aug 11 2020,Nov 10 2020,SRA,1,Fetal cortex,Mus musculus,total RNA,"We employed a modified version of the ribosome profiling protocol described by McGlincy et al. Flash-frozen embryonic brain tissue was thawed in 400 ml lysis buffer (150 mM NaCl, 20 mM Tris, pH 7.4, 5mM MgCl2, 1mM DTT, 100 mg/ml cyclohexamide, 1% v/v Triton X-100, and 25 U/ml Turbo DNase I (ThermoFisher Scientific)). Tissue was pipetted ten times in lysis buffer and incubated for 10 minutes on ice. Tissue was then triturated ten times through a 26-gauge needle. Lysate were clarified by centrifugation for 10 min at 20000 × g at 4°C and supernatant was recovered.",10090,,"RNA-seq and ribosome profiling libraries were analyzed in parallel. Reads were aligned to the mm10 genome using HISAT2 Version 2.1.0. Data was then analyzed by RiboTaper Version 1.3.1a, which confirmed periodicity of ribo-seq data. The RiboTaper script was run using default parameters: 8 cores, read lengths 28, 29, and 30 nucleotides, and an offset value of 12 nucleotides. Htseq Version 0.9.1 was used with default parameters to generate raw counts files from bam files for both RNA-seq and Ribo-seq. Counts were filtered to remove mitochondrial and ribosomal RNAs and differential gene expression analysis was performed using DeSEQ2. For ribosome profiling reads, ribosomal RNA was filtered using Bowtie2, followed by alignment of the non-ribosomal reads to the mm10 genome using HISAT2 Version 2.1.0. Differentially translated ORFs were identified using DeSEQ2.",GPL19057,"Brian,,Kalish",brian.kalish@childrens.harvard.edu,4164275557,Kalish,Neurobiology,Boston Children's Hospital,220 Longwood Ave,Boston,MA,02115,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15793992,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4721nnn/GSM4721921/suppl/GSM4721921_mature.BK-PBS4.htseq.txt.gz,,,,,,,,,,,,,,,,C57Bl6/J,C57Bl6/J,Embryonic day 18,Embryonic day 18,PBS,Fetal cortex,missing
PBS6_RNAseq,GSM4721922,Public on Nov 09 2020,Aug 11 2020,Nov 10 2020,SRA,1,Fetal cortex,Mus musculus,total RNA,"We employed a modified version of the ribosome profiling protocol described by McGlincy et al. Flash-frozen embryonic brain tissue was thawed in 400 ml lysis buffer (150 mM NaCl, 20 mM Tris, pH 7.4, 5mM MgCl2, 1mM DTT, 100 mg/ml cyclohexamide, 1% v/v Triton X-100, and 25 U/ml Turbo DNase I (ThermoFisher Scientific)). Tissue was pipetted ten times in lysis buffer and incubated for 10 minutes on ice. Tissue was then triturated ten times through a 26-gauge needle. Lysate were clarified by centrifugation for 10 min at 20000 × g at 4°C and supernatant was recovered.",10090,,"RNA-seq and ribosome profiling libraries were analyzed in parallel. Reads were aligned to the mm10 genome using HISAT2 Version 2.1.0. Data was then analyzed by RiboTaper Version 1.3.1a, which confirmed periodicity of ribo-seq data. The RiboTaper script was run using default parameters: 8 cores, read lengths 28, 29, and 30 nucleotides, and an offset value of 12 nucleotides. Htseq Version 0.9.1 was used with default parameters to generate raw counts files from bam files for both RNA-seq and Ribo-seq. Counts were filtered to remove mitochondrial and ribosomal RNAs and differential gene expression analysis was performed using DeSEQ2. For ribosome profiling reads, ribosomal RNA was filtered using Bowtie2, followed by alignment of the non-ribosomal reads to the mm10 genome using HISAT2 Version 2.1.0. Differentially translated ORFs were identified using DeSEQ2.",GPL19057,"Brian,,Kalish",brian.kalish@childrens.harvard.edu,4164275557,Kalish,Neurobiology,Boston Children's Hospital,220 Longwood Ave,Boston,MA,02115,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15793991,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4721nnn/GSM4721922/suppl/GSM4721922_mature.BK-PBS6.htseq.txt.gz,,,,,,,,,,,,,,,,C57Bl6/J,C57Bl6/J,Embryonic day 18,Embryonic day 18,PBS,Fetal cortex,missing
PBS7_RNAseq,GSM4721923,Public on Nov 09 2020,Aug 11 2020,Nov 10 2020,SRA,1,Fetal cortex,Mus musculus,total RNA,"We employed a modified version of the ribosome profiling protocol described by McGlincy et al. Flash-frozen embryonic brain tissue was thawed in 400 ml lysis buffer (150 mM NaCl, 20 mM Tris, pH 7.4, 5mM MgCl2, 1mM DTT, 100 mg/ml cyclohexamide, 1% v/v Triton X-100, and 25 U/ml Turbo DNase I (ThermoFisher Scientific)). Tissue was pipetted ten times in lysis buffer and incubated for 10 minutes on ice. Tissue was then triturated ten times through a 26-gauge needle. Lysate were clarified by centrifugation for 10 min at 20000 × g at 4°C and supernatant was recovered.",10090,,"RNA-seq and ribosome profiling libraries were analyzed in parallel. Reads were aligned to the mm10 genome using HISAT2 Version 2.1.0. Data was then analyzed by RiboTaper Version 1.3.1a, which confirmed periodicity of ribo-seq data. The RiboTaper script was run using default parameters: 8 cores, read lengths 28, 29, and 30 nucleotides, and an offset value of 12 nucleotides. Htseq Version 0.9.1 was used with default parameters to generate raw counts files from bam files for both RNA-seq and Ribo-seq. Counts were filtered to remove mitochondrial and ribosomal RNAs and differential gene expression analysis was performed using DeSEQ2. For ribosome profiling reads, ribosomal RNA was filtered using Bowtie2, followed by alignment of the non-ribosomal reads to the mm10 genome using HISAT2 Version 2.1.0. Differentially translated ORFs were identified using DeSEQ2.",GPL19057,"Brian,,Kalish",brian.kalish@childrens.harvard.edu,4164275557,Kalish,Neurobiology,Boston Children's Hospital,220 Longwood Ave,Boston,MA,02115,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15793990,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4721nnn/GSM4721923/suppl/GSM4721923_mature.BK-PBS7.htseq.txt.gz,,,,,,,,,,,,,,,,C57Bl6/J,C57Bl6/J,Embryonic day 18,Embryonic day 18,PBS,Fetal cortex,missing
PBS1-2_RNAseq,GSM4721924,Public on Nov 09 2020,Aug 11 2020,Nov 10 2020,SRA,1,Fetal cortex,Mus musculus,total RNA,"We employed a modified version of the ribosome profiling protocol described by McGlincy et al. Flash-frozen embryonic brain tissue was thawed in 400 ml lysis buffer (150 mM NaCl, 20 mM Tris, pH 7.4, 5mM MgCl2, 1mM DTT, 100 mg/ml cyclohexamide, 1% v/v Triton X-100, and 25 U/ml Turbo DNase I (ThermoFisher Scientific)). Tissue was pipetted ten times in lysis buffer and incubated for 10 minutes on ice. Tissue was then triturated ten times through a 26-gauge needle. Lysate were clarified by centrifugation for 10 min at 20000 × g at 4°C and supernatant was recovered.",10090,,"RNA-seq and ribosome profiling libraries were analyzed in parallel. Reads were aligned to the mm10 genome using HISAT2 Version 2.1.0. Data was then analyzed by RiboTaper Version 1.3.1a, which confirmed periodicity of ribo-seq data. The RiboTaper script was run using default parameters: 8 cores, read lengths 28, 29, and 30 nucleotides, and an offset value of 12 nucleotides. Htseq Version 0.9.1 was used with default parameters to generate raw counts files from bam files for both RNA-seq and Ribo-seq. Counts were filtered to remove mitochondrial and ribosomal RNAs and differential gene expression analysis was performed using DeSEQ2. For ribosome profiling reads, ribosomal RNA was filtered using Bowtie2, followed by alignment of the non-ribosomal reads to the mm10 genome using HISAT2 Version 2.1.0. Differentially translated ORFs were identified using DeSEQ2.",GPL19057,"Brian,,Kalish",brian.kalish@childrens.harvard.edu,4164275557,Kalish,Neurobiology,Boston Children's Hospital,220 Longwood Ave,Boston,MA,02115,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15793989,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4721nnn/GSM4721924/suppl/GSM4721924_mature.18PBS1M.htseq.txt.gz,,,,,,,,,,,,,,,,C57Bl6/J,C57Bl6/J,Embryonic day 18,Embryonic day 18,PBS,Fetal cortex,missing
PBS4-2_RNAseq,GSM4721925,Public on Nov 09 2020,Aug 11 2020,Nov 10 2020,SRA,1,Fetal cortex,Mus musculus,total RNA,"We employed a modified version of the ribosome profiling protocol described by McGlincy et al. Flash-frozen embryonic brain tissue was thawed in 400 ml lysis buffer (150 mM NaCl, 20 mM Tris, pH 7.4, 5mM MgCl2, 1mM DTT, 100 mg/ml cyclohexamide, 1% v/v Triton X-100, and 25 U/ml Turbo DNase I (ThermoFisher Scientific)). Tissue was pipetted ten times in lysis buffer and incubated for 10 minutes on ice. Tissue was then triturated ten times through a 26-gauge needle. Lysate were clarified by centrifugation for 10 min at 20000 × g at 4°C and supernatant was recovered.",10090,,"RNA-seq and ribosome profiling libraries were analyzed in parallel. Reads were aligned to the mm10 genome using HISAT2 Version 2.1.0. Data was then analyzed by RiboTaper Version 1.3.1a, which confirmed periodicity of ribo-seq data. The RiboTaper script was run using default parameters: 8 cores, read lengths 28, 29, and 30 nucleotides, and an offset value of 12 nucleotides. Htseq Version 0.9.1 was used with default parameters to generate raw counts files from bam files for both RNA-seq and Ribo-seq. Counts were filtered to remove mitochondrial and ribosomal RNAs and differential gene expression analysis was performed using DeSEQ2. For ribosome profiling reads, ribosomal RNA was filtered using Bowtie2, followed by alignment of the non-ribosomal reads to the mm10 genome using HISAT2 Version 2.1.0. Differentially translated ORFs were identified using DeSEQ2.",GPL19057,"Brian,,Kalish",brian.kalish@childrens.harvard.edu,4164275557,Kalish,Neurobiology,Boston Children's Hospital,220 Longwood Ave,Boston,MA,02115,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15793988,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4721nnn/GSM4721925/suppl/GSM4721925_mature.18PBS4M.htseq.txt.gz,,,,,,,,,,,,,,,,C57Bl6/J,C57Bl6/J,Embryonic day 18,Embryonic day 18,PBS,Fetal cortex,missing
MIA1_Riboseq,GSM4721926,Public on Nov 09 2020,Aug 11 2020,Nov 10 2020,SRA,1,Fetal cortex,Mus musculus,total RNA,"We employed a modified version of the ribosome profiling protocol described by McGlincy et al. Flash-frozen embryonic brain tissue was thawed in 400 ml lysis buffer (150 mM NaCl, 20 mM Tris, pH 7.4, 5mM MgCl2, 1mM DTT, 100 mg/ml cyclohexamide, 1% v/v Triton X-100, and 25 U/ml Turbo DNase I (ThermoFisher Scientific)). Tissue was pipetted ten times in lysis buffer and incubated for 10 minutes on ice. Tissue was then triturated ten times through a 26-gauge needle. Lysate were clarified by centrifugation for 10 min at 20000 × g at 4°C and supernatant was recovered.",10090,Ribosome profiling,Library strategy: Ribo-Seq,GPL19057,"Brian,,Kalish",brian.kalish@childrens.harvard.edu,4164275557,Kalish,Neurobiology,Boston Children's Hospital,220 Longwood Ave,Boston,MA,02115,USA,0,Illumina NextSeq 500,other,transcriptomic,OTHER,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15793987,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4721nnn/GSM4721926/suppl/GSM4721926_Ribo.MIA_1.htseq.txt.gz,,,,,,,,,,,,,,,,C57Bl6/J,C57Bl6/J,Embryonic day 18,Embryonic day 18,Maternal immune activation (MIA),Fetal cortex,missing
MIA2_Riboseq,GSM4721927,Public on Nov 09 2020,Aug 11 2020,Nov 10 2020,SRA,1,Fetal cortex,Mus musculus,total RNA,"We employed a modified version of the ribosome profiling protocol described by McGlincy et al. Flash-frozen embryonic brain tissue was thawed in 400 ml lysis buffer (150 mM NaCl, 20 mM Tris, pH 7.4, 5mM MgCl2, 1mM DTT, 100 mg/ml cyclohexamide, 1% v/v Triton X-100, and 25 U/ml Turbo DNase I (ThermoFisher Scientific)). Tissue was pipetted ten times in lysis buffer and incubated for 10 minutes on ice. Tissue was then triturated ten times through a 26-gauge needle. Lysate were clarified by centrifugation for 10 min at 20000 × g at 4°C and supernatant was recovered.",10090,Ribosome profiling,Library strategy: Ribo-Seq,GPL19057,"Brian,,Kalish",brian.kalish@childrens.harvard.edu,4164275557,Kalish,Neurobiology,Boston Children's Hospital,220 Longwood Ave,Boston,MA,02115,USA,0,Illumina NextSeq 500,other,transcriptomic,OTHER,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15793986,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4721nnn/GSM4721927/suppl/GSM4721927_Ribo.MIA_2.htseq.txt.gz,,,,,,,,,,,,,,,,C57Bl6/J,C57Bl6/J,Embryonic day 18,Embryonic day 18,Maternal immune activation (MIA),Fetal cortex,missing
MIA3_Riboseq,GSM4721928,Public on Nov 09 2020,Aug 11 2020,Nov 10 2020,SRA,1,Fetal cortex,Mus musculus,total RNA,"We employed a modified version of the ribosome profiling protocol described by McGlincy et al. Flash-frozen embryonic brain tissue was thawed in 400 ml lysis buffer (150 mM NaCl, 20 mM Tris, pH 7.4, 5mM MgCl2, 1mM DTT, 100 mg/ml cyclohexamide, 1% v/v Triton X-100, and 25 U/ml Turbo DNase I (ThermoFisher Scientific)). Tissue was pipetted ten times in lysis buffer and incubated for 10 minutes on ice. Tissue was then triturated ten times through a 26-gauge needle. Lysate were clarified by centrifugation for 10 min at 20000 × g at 4°C and supernatant was recovered.",10090,Ribosome profiling,Library strategy: Ribo-Seq,GPL19057,"Brian,,Kalish",brian.kalish@childrens.harvard.edu,4164275557,Kalish,Neurobiology,Boston Children's Hospital,220 Longwood Ave,Boston,MA,02115,USA,0,Illumina NextSeq 500,other,transcriptomic,OTHER,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15793985,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4721nnn/GSM4721928/suppl/GSM4721928_Ribo.MIA_3.htseq.txt.gz,,,,,,,,,,,,,,,,C57Bl6/J,C57Bl6/J,Embryonic day 18,Embryonic day 18,Maternal immune activation (MIA),Fetal cortex,missing
MIA4_Riboseq,GSM4721929,Public on Nov 09 2020,Aug 11 2020,Nov 10 2020,SRA,1,Fetal cortex,Mus musculus,total RNA,"We employed a modified version of the ribosome profiling protocol described by McGlincy et al. Flash-frozen embryonic brain tissue was thawed in 400 ml lysis buffer (150 mM NaCl, 20 mM Tris, pH 7.4, 5mM MgCl2, 1mM DTT, 100 mg/ml cyclohexamide, 1% v/v Triton X-100, and 25 U/ml Turbo DNase I (ThermoFisher Scientific)). Tissue was pipetted ten times in lysis buffer and incubated for 10 minutes on ice. Tissue was then triturated ten times through a 26-gauge needle. Lysate were clarified by centrifugation for 10 min at 20000 × g at 4°C and supernatant was recovered.",10090,Ribosome profiling,Library strategy: Ribo-Seq,GPL19057,"Brian,,Kalish",brian.kalish@childrens.harvard.edu,4164275557,Kalish,Neurobiology,Boston Children's Hospital,220 Longwood Ave,Boston,MA,02115,USA,0,Illumina NextSeq 500,other,transcriptomic,OTHER,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15793984,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4721nnn/GSM4721929/suppl/GSM4721929_Ribo.MIA_4.htseq.txt.gz,,,,,,,,,,,,,,,,C57Bl6/J,C57Bl6/J,Embryonic day 18,Embryonic day 18,Maternal immune activation (MIA),Fetal cortex,missing
MIA6_Riboseq,GSM4721930,Public on Nov 09 2020,Aug 11 2020,Nov 10 2020,SRA,1,Fetal cortex,Mus musculus,total RNA,"We employed a modified version of the ribosome profiling protocol described by McGlincy et al. Flash-frozen embryonic brain tissue was thawed in 400 ml lysis buffer (150 mM NaCl, 20 mM Tris, pH 7.4, 5mM MgCl2, 1mM DTT, 100 mg/ml cyclohexamide, 1% v/v Triton X-100, and 25 U/ml Turbo DNase I (ThermoFisher Scientific)). Tissue was pipetted ten times in lysis buffer and incubated for 10 minutes on ice. Tissue was then triturated ten times through a 26-gauge needle. Lysate were clarified by centrifugation for 10 min at 20000 × g at 4°C and supernatant was recovered.",10090,Ribosome profiling,Library strategy: Ribo-Seq,GPL19057,"Brian,,Kalish",brian.kalish@childrens.harvard.edu,4164275557,Kalish,Neurobiology,Boston Children's Hospital,220 Longwood Ave,Boston,MA,02115,USA,0,Illumina NextSeq 500,other,transcriptomic,OTHER,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15793983,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4721nnn/GSM4721930/suppl/GSM4721930_Ribo.MIA_6.htseq.txt.gz,,,,,,,,,,,,,,,,C57Bl6/J,C57Bl6/J,Embryonic day 18,Embryonic day 18,Maternal immune activation (MIA),Fetal cortex,missing
MIA7_Riboseq,GSM4721931,Public on Nov 09 2020,Aug 11 2020,Nov 10 2020,SRA,1,Fetal cortex,Mus musculus,total RNA,"We employed a modified version of the ribosome profiling protocol described by McGlincy et al. Flash-frozen embryonic brain tissue was thawed in 400 ml lysis buffer (150 mM NaCl, 20 mM Tris, pH 7.4, 5mM MgCl2, 1mM DTT, 100 mg/ml cyclohexamide, 1% v/v Triton X-100, and 25 U/ml Turbo DNase I (ThermoFisher Scientific)). Tissue was pipetted ten times in lysis buffer and incubated for 10 minutes on ice. Tissue was then triturated ten times through a 26-gauge needle. Lysate were clarified by centrifugation for 10 min at 20000 × g at 4°C and supernatant was recovered.",10090,Ribosome profiling,Library strategy: Ribo-Seq,GPL19057,"Brian,,Kalish",brian.kalish@childrens.harvard.edu,4164275557,Kalish,Neurobiology,Boston Children's Hospital,220 Longwood Ave,Boston,MA,02115,USA,0,Illumina NextSeq 500,other,transcriptomic,OTHER,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15793982,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4721nnn/GSM4721931/suppl/GSM4721931_Ribo.MIA_7.htseq.txt.gz,,,,,,,,,,,,,,,,C57Bl6/J,C57Bl6/J,Embryonic day 18,Embryonic day 18,Maternal immune activation (MIA),Fetal cortex,missing
MIA8_Riboseq,GSM4721932,Public on Nov 09 2020,Aug 11 2020,Nov 10 2020,SRA,1,Fetal cortex,Mus musculus,total RNA,"We employed a modified version of the ribosome profiling protocol described by McGlincy et al. Flash-frozen embryonic brain tissue was thawed in 400 ml lysis buffer (150 mM NaCl, 20 mM Tris, pH 7.4, 5mM MgCl2, 1mM DTT, 100 mg/ml cyclohexamide, 1% v/v Triton X-100, and 25 U/ml Turbo DNase I (ThermoFisher Scientific)). Tissue was pipetted ten times in lysis buffer and incubated for 10 minutes on ice. Tissue was then triturated ten times through a 26-gauge needle. Lysate were clarified by centrifugation for 10 min at 20000 × g at 4°C and supernatant was recovered.",10090,Ribosome profiling,Library strategy: Ribo-Seq,GPL19057,"Brian,,Kalish",brian.kalish@childrens.harvard.edu,4164275557,Kalish,Neurobiology,Boston Children's Hospital,220 Longwood Ave,Boston,MA,02115,USA,0,Illumina NextSeq 500,other,transcriptomic,OTHER,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15793981,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4721nnn/GSM4721932/suppl/GSM4721932_Ribo.MIA_8.htseq.txt.gz,,,,,,,,,,,,,,,,C57Bl6/J,C57Bl6/J,Embryonic day 18,Embryonic day 18,Maternal immune activation (MIA),Fetal cortex,missing
PBS1_Riboseq,GSM4721933,Public on Nov 09 2020,Aug 11 2020,Nov 10 2020,SRA,1,Fetal cortex,Mus musculus,total RNA,"We employed a modified version of the ribosome profiling protocol described by McGlincy et al. Flash-frozen embryonic brain tissue was thawed in 400 ml lysis buffer (150 mM NaCl, 20 mM Tris, pH 7.4, 5mM MgCl2, 1mM DTT, 100 mg/ml cyclohexamide, 1% v/v Triton X-100, and 25 U/ml Turbo DNase I (ThermoFisher Scientific)). Tissue was pipetted ten times in lysis buffer and incubated for 10 minutes on ice. Tissue was then triturated ten times through a 26-gauge needle. Lysate were clarified by centrifugation for 10 min at 20000 × g at 4°C and supernatant was recovered.",10090,Ribosome profiling,Library strategy: Ribo-Seq,GPL19057,"Brian,,Kalish",brian.kalish@childrens.harvard.edu,4164275557,Kalish,Neurobiology,Boston Children's Hospital,220 Longwood Ave,Boston,MA,02115,USA,0,Illumina NextSeq 500,other,transcriptomic,OTHER,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15793999,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4721nnn/GSM4721933/suppl/GSM4721933_Ribo.PBS_1.htseq.txt.gz,,,,,,,,,,,,,,,,C57Bl6/J,C57Bl6/J,Embryonic day 18,Embryonic day 18,PBS,Fetal cortex,missing
PBS3_Riboseq,GSM4721934,Public on Nov 09 2020,Aug 11 2020,Nov 10 2020,SRA,1,Fetal cortex,Mus musculus,total RNA,"We employed a modified version of the ribosome profiling protocol described by McGlincy et al. Flash-frozen embryonic brain tissue was thawed in 400 ml lysis buffer (150 mM NaCl, 20 mM Tris, pH 7.4, 5mM MgCl2, 1mM DTT, 100 mg/ml cyclohexamide, 1% v/v Triton X-100, and 25 U/ml Turbo DNase I (ThermoFisher Scientific)). Tissue was pipetted ten times in lysis buffer and incubated for 10 minutes on ice. Tissue was then triturated ten times through a 26-gauge needle. Lysate were clarified by centrifugation for 10 min at 20000 × g at 4°C and supernatant was recovered.",10090,Ribosome profiling,Library strategy: Ribo-Seq,GPL19057,"Brian,,Kalish",brian.kalish@childrens.harvard.edu,4164275557,Kalish,Neurobiology,Boston Children's Hospital,220 Longwood Ave,Boston,MA,02115,USA,0,Illumina NextSeq 500,other,transcriptomic,OTHER,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15793998,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4721nnn/GSM4721934/suppl/GSM4721934_Ribo.PBS_3.htseq.txt.gz,,,,,,,,,,,,,,,,C57Bl6/J,C57Bl6/J,Embryonic day 18,Embryonic day 18,PBS,Fetal cortex,missing
PBS4_Riboseq,GSM4721935,Public on Nov 09 2020,Aug 11 2020,Nov 10 2020,SRA,1,Fetal cortex,Mus musculus,total RNA,"We employed a modified version of the ribosome profiling protocol described by McGlincy et al. Flash-frozen embryonic brain tissue was thawed in 400 ml lysis buffer (150 mM NaCl, 20 mM Tris, pH 7.4, 5mM MgCl2, 1mM DTT, 100 mg/ml cyclohexamide, 1% v/v Triton X-100, and 25 U/ml Turbo DNase I (ThermoFisher Scientific)). Tissue was pipetted ten times in lysis buffer and incubated for 10 minutes on ice. Tissue was then triturated ten times through a 26-gauge needle. Lysate were clarified by centrifugation for 10 min at 20000 × g at 4°C and supernatant was recovered.",10090,Ribosome profiling,Library strategy: Ribo-Seq,GPL19057,"Brian,,Kalish",brian.kalish@childrens.harvard.edu,4164275557,Kalish,Neurobiology,Boston Children's Hospital,220 Longwood Ave,Boston,MA,02115,USA,0,Illumina NextSeq 500,other,transcriptomic,OTHER,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15793997,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4721nnn/GSM4721935/suppl/GSM4721935_Ribo.PBS_4.htseq.txt.gz,,,,,,,,,,,,,,,,C57Bl6/J,C57Bl6/J,Embryonic day 18,Embryonic day 18,PBS,Fetal cortex,missing
PBS6_Riboseq,GSM4721936,Public on Nov 09 2020,Aug 11 2020,Nov 10 2020,SRA,1,Fetal cortex,Mus musculus,total RNA,"We employed a modified version of the ribosome profiling protocol described by McGlincy et al. Flash-frozen embryonic brain tissue was thawed in 400 ml lysis buffer (150 mM NaCl, 20 mM Tris, pH 7.4, 5mM MgCl2, 1mM DTT, 100 mg/ml cyclohexamide, 1% v/v Triton X-100, and 25 U/ml Turbo DNase I (ThermoFisher Scientific)). Tissue was pipetted ten times in lysis buffer and incubated for 10 minutes on ice. Tissue was then triturated ten times through a 26-gauge needle. Lysate were clarified by centrifugation for 10 min at 20000 × g at 4°C and supernatant was recovered.",10090,Ribosome profiling,Library strategy: Ribo-Seq,GPL19057,"Brian,,Kalish",brian.kalish@childrens.harvard.edu,4164275557,Kalish,Neurobiology,Boston Children's Hospital,220 Longwood Ave,Boston,MA,02115,USA,0,Illumina NextSeq 500,other,transcriptomic,OTHER,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15793996,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4721nnn/GSM4721936/suppl/GSM4721936_Ribo.PBS_6.htseq.txt.gz,,,,,,,,,,,,,,,,C57Bl6/J,C57Bl6/J,Embryonic day 18,Embryonic day 18,PBS,Fetal cortex,missing
PBS7_Riboseq,GSM4721937,Public on Nov 09 2020,Aug 11 2020,Nov 10 2020,SRA,1,Fetal cortex,Mus musculus,total RNA,"We employed a modified version of the ribosome profiling protocol described by McGlincy et al. Flash-frozen embryonic brain tissue was thawed in 400 ml lysis buffer (150 mM NaCl, 20 mM Tris, pH 7.4, 5mM MgCl2, 1mM DTT, 100 mg/ml cyclohexamide, 1% v/v Triton X-100, and 25 U/ml Turbo DNase I (ThermoFisher Scientific)). Tissue was pipetted ten times in lysis buffer and incubated for 10 minutes on ice. Tissue was then triturated ten times through a 26-gauge needle. Lysate were clarified by centrifugation for 10 min at 20000 × g at 4°C and supernatant was recovered.",10090,Ribosome profiling,Library strategy: Ribo-Seq,GPL19057,"Brian,,Kalish",brian.kalish@childrens.harvard.edu,4164275557,Kalish,Neurobiology,Boston Children's Hospital,220 Longwood Ave,Boston,MA,02115,USA,0,Illumina NextSeq 500,other,transcriptomic,OTHER,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15793995,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4721nnn/GSM4721937/suppl/GSM4721937_Ribo.PBS_7.htseq.txt.gz,,,,,,,,,,,,,,,,C57Bl6/J,C57Bl6/J,Embryonic day 18,Embryonic day 18,PBS,Fetal cortex,missing
